18902
86, 50, 53, 
71, 80, 21, 
41, 73, 63, 
37, 43, 47, 
90, 50, 9, 
24, 85, 2, 
20, 50, 52, 
44, 42, 13, 
17, 36, 60, 
81, 54, 15, 
67, 50, 85, 
79, 82, 95, 
51, 92, 58, 
73, 2, 72, 
52, 69, 31, 
73, 6, 37, 
32, 37, 80, 
67, 6, 78, 
73, 98, 77, 
70, 22, 41, 
2, 88, 95, 
13, 97, 25, 
84, 51, 5, 
26, 53, 2, 
61, 95, 93, 
53, 76, 83, 
71, 8, 55, 
48, 62, 19, 
30, 62, 51, 
92, 88, 79, 
80, 47, 98, 
62, 51, 42, 
63, 28, 4, 
66, 9, 78, 
23, 34, 43, 
88, 37, 14, 
2, 77, 9, 
29, 76, 29, 
22, 31, 63, 
27, 7, 86, 
18, 83, 1, 
93, 79, 59, 
56, 66, 21, 
28, 73, 0, 
14, 55, 67, 
56, 16, 8, 
77, 65, 99, 
39, 59, 33, 
50, 70, 35, 
94, 99, 58, 
77, 92, 68, 
69, 74, 9, 
23, 56, 6, 
23, 76, 4, 
84, 5, 86, 
50, 62, 29, 
11, 47, 97, 
76, 77, 73, 
2, 35, 97, 
36, 74, 24, 
13, 92, 79, 
63, 36, 67, 
79, 11, 32, 
17, 36, 67, 
65, 69, 17, 
98, 72, 47, 
60, 63, 30, 
97, 4, 49, 
22, 67, 29, 
55, 37, 26, 
30, 33, 25, 
18, 63, 94, 
23, 71, 83, 
49, 85, 89, 
87, 94, 22, 
44, 11, 86, 
4, 10, 48, 
13, 36, 58, 
31, 47, 8, 
64, 37, 65, 
90, 42, 20, 
62, 7, 83, 
57, 30, 58, 
82, 82, 65, 
45, 46, 78, 
10, 85, 15, 
94, 42, 94, 
27, 59, 8, 
93, 61, 1, 
27, 90, 94, 
62, 46, 72, 
90, 87, 78, 
47, 14, 30, 
57, 72, 0, 
29, 98, 58, 
6, 66, 69, 
84, 70, 88, 
29, 70, 37, 
64, 27, 97, 
47, 27, 40, 
36, 39, 47, 
53, 99, 47, 
28, 46, 13, 
62, 89, 73, 
92, 64, 96, 
13, 19, 46, 
82, 3, 21, 
7, 34, 75, 
76, 33, 44, 
22, 77, 20, 
81, 98, 97, 
68, 13, 59, 
55, 89, 67, 
21, 93, 64, 
87, 57, 48, 
52, 18, 37, 
36, 30, 31, 
86, 59, 20, 
3, 68, 72, 
63, 50, 93, 
59, 92, 54, 
46, 11, 36, 
51, 10, 52, 
0, 15, 23, 
51, 8, 44, 
30, 99, 38, 
84, 58, 1, 
37, 93, 72, 
29, 42, 85, 
93, 66, 27, 
43, 85, 36, 
43, 34, 83, 
25, 53, 62, 
32, 7, 64, 
77, 32, 39, 
38, 91, 91, 
36, 75, 41, 
28, 58, 5, 
55, 60, 29, 
45, 60, 93, 
51, 41, 22, 
53, 0, 88, 
62, 41, 39, 
77, 17, 65, 
62, 68, 80, 
93, 22, 81, 
1, 84, 85, 
11, 94, 24, 
27, 52, 9, 
59, 54, 1, 
5, 9, 29, 
12, 32, 97, 
76, 80, 74, 
12, 1, 62, 
65, 55, 62, 
5, 9, 73, 
14, 55, 17, 
34, 69, 2, 
71, 53, 48, 
23, 93, 92, 
28, 54, 16, 
39, 93, 66, 
21, 30, 18, 
44, 57, 85, 
8, 70, 61, 
64, 20, 68, 
7, 72, 44, 
94, 60, 7, 
44, 3, 91, 
84, 77, 10, 
12, 23, 47, 
79, 44, 49, 
80, 81, 44, 
7, 16, 69, 
60, 7, 70, 
57, 34, 64, 
42, 54, 39, 
83, 93, 19, 
90, 82, 98, 
11, 62, 12, 
50, 61, 17, 
64, 3, 30, 
38, 95, 40, 
54, 98, 96, 
92, 86, 54, 
22, 52, 65, 
20, 5, 6, 
66, 97, 61, 
87, 74, 38, 
16, 51, 23, 
21, 93, 20, 
43, 30, 72, 
20, 89, 97, 
27, 47, 72, 
54, 78, 64, 
94, 36, 35, 
62, 20, 62, 
81, 51, 39, 
92, 54, 36, 
51, 80, 11, 
92, 4, 92, 
47, 21, 78, 
15, 46, 86, 
45, 50, 27, 
16, 5, 89, 
76, 19, 60, 
58, 45, 61, 
4, 45, 0, 
80, 80, 64, 
75, 35, 65, 
33, 14, 35, 
25, 86, 23, 
39, 4, 77, 
99, 26, 57, 
76, 70, 46, 
11, 90, 58, 
73, 89, 63, 
80, 55, 15, 
24, 44, 3, 
98, 43, 95, 
55, 17, 17, 
17, 65, 93, 
12, 60, 36, 
82, 28, 53, 
94, 87, 20, 
93, 23, 36, 
82, 41, 77, 
25, 19, 97, 
70, 42, 68, 
79, 55, 41, 
46, 46, 22, 
95, 27, 21, 
67, 83, 66, 
62, 30, 92, 
19, 78, 7, 
65, 46, 59, 
42, 6, 33, 
15, 49, 76, 
52, 79, 12, 
88, 49, 8, 
40, 57, 84, 
93, 75, 7, 
4, 9, 87, 
76, 66, 62, 
51, 1, 43, 
54, 90, 60, 
73, 28, 19, 
41, 14, 51, 
0, 57, 75, 
38, 35, 15, 
10, 20, 58, 
33, 22, 58, 
34, 45, 88, 
73, 74, 20, 
91, 51, 13, 
27, 67, 3, 
21, 8, 50, 
21, 82, 79, 
42, 62, 78, 
22, 63, 15, 
78, 69, 75, 
78, 77, 90, 
55, 60, 39, 
56, 34, 50, 
9, 35, 75, 
17, 11, 76, 
32, 63, 22, 
85, 44, 52, 
43, 74, 4, 
10, 31, 53, 
