10000
7, 55, 9, 
0, 9, 75, 
12, 58, 68, 
54, 79, 3, 
91, 17, 14, 
41, 62, 41, 
73, 46, 92, 
96, 44, 54, 
74, 3, 63, 
74, 31, 91, 
76, 65, 40, 
85, 31, 84, 
90, 10, 39, 
2, 46, 34, 
55, 62, 56, 
55, 48, 63, 
91, 92, 9, 
47, 40, 12, 
22, 19, 81, 
5, 14, 31, 
4, 72, 83, 
91, 87, 94, 
87, 41, 50, 
72, 20, 64, 
91, 67, 59, 
4, 6, 44, 
78, 62, 42, 
46, 43, 79, 
26, 51, 96, 
28, 83, 28, 
81, 52, 45, 
63, 43, 74, 
12, 51, 34, 
32, 5, 75, 
77, 1, 97, 
74, 88, 62, 
61, 47, 50, 
35, 22, 99, 
72, 8, 39, 
51, 53, 36, 
97, 8, 52, 
97, 31, 64, 
48, 29, 34, 
51, 42, 2, 
10, 42, 0, 
5, 9, 38, 
88, 60, 84, 
0, 38, 43, 
32, 12, 74, 
59, 71, 87, 
49, 70, 35, 
42, 31, 50, 
9, 51, 90, 
70, 98, 18, 
97, 12, 62, 
73, 43, 72, 
66, 68, 52, 
69, 43, 56, 
52, 57, 28, 
40, 11, 72, 
21, 52, 5, 
95, 96, 21, 
71, 75, 4, 
17, 61, 83, 
7, 5, 69, 
85, 64, 48, 
92, 65, 98, 
34, 60, 51, 
16, 73, 30, 
44, 25, 99, 
57, 74, 65, 
80, 39, 11, 
37, 61, 38, 
95, 79, 25, 
85, 89, 54, 
91, 8, 56, 
97, 60, 1, 
89, 21, 39, 
37, 52, 20, 
62, 14, 11, 
27, 66, 42, 
47, 16, 85, 
36, 22, 41, 
47, 86, 47, 
71, 24, 82, 
79, 54, 84, 
17, 84, 76, 
9, 85, 49, 
16, 8, 89, 
41, 14, 36, 
7, 3, 64, 
48, 5, 93, 
66, 59, 80, 
67, 13, 50, 
77, 95, 92, 
0, 9, 19, 
16, 89, 75, 
46, 30, 9, 
96, 51, 15, 
98, 10, 2, 
27, 93, 49, 
64, 85, 9, 
70, 97, 42, 
5, 56, 56, 
80, 42, 97, 
83, 61, 60, 
16, 35, 4, 
1, 16, 6, 
91, 54, 50, 
7, 77, 94, 
38, 43, 2, 
8, 40, 46, 
5, 13, 9, 
35, 49, 35, 
10, 35, 67, 
88, 40, 10, 
71, 45, 93, 
96, 73, 48, 
19, 80, 98, 
79, 27, 99, 
83, 40, 95, 
23, 17, 66, 
16, 0, 54, 
85, 9, 67, 
30, 9, 24, 
53, 14, 47, 
88, 98, 89, 
17, 54, 42, 
36, 50, 80, 
8, 68, 33, 
7, 41, 40, 
10, 84, 87, 
24, 62, 45, 
15, 92, 40, 
44, 4, 38, 
0, 76, 30, 
24, 39, 68, 
17, 88, 42, 
53, 45, 96, 
56, 79, 9, 
56, 75, 70, 
59, 77, 6, 
93, 4, 21, 
40, 27, 52, 
32, 27, 34, 
