1000
98, 96, 92, 
10, 27, 78, 
22, 93, 45, 
34, 78, 58, 
20, 9, 6, 
51, 80, 53, 
7, 20, 87, 
57, 53, 69, 
73, 77, 52, 
27, 11, 61, 
41, 36, 5, 
23, 8, 67, 
51, 63, 32, 
8, 53, 51, 
68, 8, 1, 
23, 13, 49, 
37, 43, 24, 
29, 82, 55, 
13, 64, 8, 
74, 48, 90, 
23, 41, 43, 
73, 42, 86, 
8, 71, 9, 
92, 33, 36, 
84, 85, 41, 
55, 58, 87, 
64, 13, 12, 
72, 66, 94, 
91, 88, 3, 
54, 30, 63, 
79, 59, 64, 
43, 53, 13, 
96, 14, 57, 
50, 71, 52, 
14, 28, 72, 
4, 12, 47, 
1, 41, 26, 
31, 0, 71, 
51, 13, 50, 
73, 91, 85, 
97, 33, 64, 
64, 25, 50, 
2, 51, 9, 
81, 98, 0, 
7, 92, 93, 
56, 95, 19, 
37, 0, 0, 
84, 96, 3, 
18, 52, 13, 
80, 33, 86, 
75, 16, 47, 
83, 67, 39, 
68, 43, 50, 
99, 3, 99, 
19, 17, 90, 
47, 17, 3, 
58, 83, 88, 
66, 36, 4, 
97, 85, 71, 
96, 95, 90, 
46, 26, 85, 
91, 13, 18, 
65, 83, 55, 
21, 53, 50, 
95, 20, 52, 
62, 64, 46, 
27, 39, 80, 
87, 14, 90, 
24, 82, 49, 
41, 45, 27, 
18, 2, 3, 
50, 40, 2, 
6, 86, 9, 
60, 20, 77, 
60, 10, 81, 
71, 42, 93, 
8, 41, 94, 
79, 7, 32, 
38, 86, 18, 
54, 0, 56, 
84, 76, 49, 
10, 50, 69, 
93, 25, 32, 
38, 67, 97, 
65, 27, 50, 
72, 16, 20, 
44, 35, 8, 
7, 46, 23, 
97, 57, 0, 
99, 68, 83, 
91, 28, 18, 
80, 0, 37, 
40, 92, 55, 
80, 77, 34, 
47, 92, 62, 
74, 95, 76, 
38, 8, 58, 
81, 46, 77, 
11, 19, 0, 
11, 81, 10, 
36, 18, 93, 
70, 61, 50, 
92, 75, 60, 
10, 98, 43, 
82, 44, 38, 
4, 25, 18, 
96, 43, 73, 
19, 97, 85, 
47, 10, 10, 
32, 50, 14, 
76, 25, 80, 
3, 70, 15, 
50, 75, 27, 
12, 68, 44, 
90, 66, 75, 
41, 39, 61, 
29, 12, 84, 
43, 98, 40, 
84, 37, 71, 
51, 22, 36, 
67, 97, 89, 
90, 33, 37, 
83, 5, 5, 
78, 84, 68, 
58, 38, 28, 
53, 4, 44, 
63, 87, 57, 
68, 79, 66, 
13, 4, 19, 
23, 78, 39, 
28, 64, 93, 
92, 5, 43, 
26, 76, 19, 
70, 28, 52, 
99, 59, 23, 
3, 93, 36, 
39, 97, 7, 
62, 21, 38, 
78, 2, 46, 
15, 97, 35, 
39, 94, 24, 
54, 80, 51, 
62, 33, 69, 
62, 53, 37, 
33, 69, 57, 
7, 60, 99, 
16, 25, 58, 
41, 11, 32, 
32, 4, 65, 
68, 11, 31, 
46, 76, 67, 
58, 77, 0, 
77, 99, 50, 
92, 20, 89, 
13, 53, 8, 
78, 95, 70, 
60, 97, 76, 
77, 6, 75, 
20, 90, 49, 
53, 94, 5, 
18, 35, 85, 
7, 2, 80, 
29, 61, 6, 
2, 47, 12, 
56, 39, 24, 
24, 74, 7, 
27, 55, 64, 
40, 71, 21, 
95, 56, 22, 
2, 79, 22, 
81, 23, 60, 
76, 0, 69, 
76, 14, 6, 
58, 68, 55, 
88, 41, 66, 
44, 45, 32, 
94, 25, 38, 
40, 67, 64, 
51, 0, 8, 
19, 74, 30, 
54, 74, 21, 
51, 37, 77, 
6, 82, 78, 
47, 30, 67, 
66, 79, 27, 
57, 68, 80, 
86, 5, 11, 
77, 35, 58, 
34, 10, 16, 
74, 8, 90, 
7, 31, 69, 
32, 73, 88, 
74, 83, 65, 
36, 20, 39, 
39, 18, 19, 
87, 57, 98, 
68, 85, 13, 
86, 93, 90, 
25, 13, 41, 
30, 87, 24, 
52, 92, 73, 
54, 95, 41, 
60, 29, 51, 
79, 0, 78, 
10, 56, 95, 
5, 79, 12, 
21, 80, 27, 
96, 27, 86, 
8, 91, 94, 
99, 9, 74, 
55, 35, 50, 
94, 0, 26, 
69, 28, 70, 
82, 1, 74, 
61, 34, 86, 
81, 31, 93, 
53, 22, 9, 
84, 26, 33, 
94, 33, 71, 
58, 97, 9, 
19, 18, 10, 
18, 50, 14, 
68, 8, 98, 
85, 77, 40, 
27, 44, 73, 
95, 75, 18, 
67, 82, 30, 
50, 18, 18, 
40, 32, 67, 
26, 42, 5, 
28, 58, 14, 
54, 97, 66, 
13, 99, 20, 
51, 23, 57, 
78, 10, 46, 
70, 32, 71, 
38, 50, 7, 
79, 73, 58, 
12, 41, 69, 
9, 18, 69, 
26, 71, 81, 
87, 34, 93, 
15, 71, 6, 
64, 41, 96, 
43, 34, 89, 
34, 52, 90, 
97, 62, 26, 
79, 11, 37, 
58, 43, 26, 
78, 45, 64, 
75, 12, 6, 
68, 53, 27, 
11, 25, 50, 
40, 81, 55, 
51, 11, 18, 
25, 46, 28, 
83, 49, 38, 
97, 87, 52, 
22, 12, 5, 
70, 66, 36, 
29, 81, 82, 
8, 78, 68, 
48, 31, 10, 
58, 40, 13, 
63, 83, 74, 
83, 40, 18, 
4, 53, 23, 
88, 89, 92, 
29, 2, 73, 
66, 15, 97, 
70, 52, 4, 
89, 38, 20, 
46, 47, 2, 
10, 50, 46, 
42, 44, 22, 
60, 34, 60, 
58, 54, 72, 
5, 34, 77, 
91, 86, 25, 
7, 80, 74, 
31, 85, 87, 
17, 54, 34, 
28, 18, 95, 
77, 22, 69, 
20, 94, 0, 
90, 77, 94, 
94, 79, 87, 
19, 47, 59, 
22, 58, 84, 
76, 38, 64, 
83, 78, 41, 
95, 93, 16, 
88, 14, 92, 
42, 88, 94, 
85, 0, 94, 
90, 14, 86, 
53, 29, 87, 
68, 31, 51, 
74, 28, 75, 
65, 16, 54, 
97, 17, 38, 
67, 46, 18, 
75, 21, 45, 
71, 86, 45, 
66, 38, 8, 
86, 50, 2, 
31, 2, 24, 
5, 82, 14, 
27, 0, 24, 
31, 83, 72, 
2, 94, 20, 
95, 56, 0, 
57, 41, 19, 
63, 57, 99, 
90, 51, 12, 
9, 5, 68, 
24, 83, 25, 
18, 41, 95, 
48, 58, 6, 
4, 84, 65, 
92, 78, 92, 
35, 61, 72, 
66, 10, 30, 
26, 47, 62, 
85, 9, 67, 
23, 90, 11, 
96, 77, 10, 
99, 50, 59, 
32, 5, 32, 
36, 24, 78, 
93, 97, 85, 
86, 76, 71, 
28, 74, 20, 
72, 33, 56, 
88, 32, 52, 
56, 2, 70, 
8, 76, 7, 
70, 2, 32, 
19, 17, 70, 
72, 41, 35, 
2, 53, 48, 
72, 95, 62, 
79, 19, 27, 
75, 86, 35, 
47, 55, 38, 
74, 6, 82, 
0, 3, 55, 
73, 60, 26, 
88, 48, 92, 
27, 74, 0, 
90, 71, 54, 
79, 61, 70, 
29, 5, 60, 
18, 60, 97, 
56, 22, 59, 
75, 29, 83, 
96, 78, 14, 
75, 58, 64, 
88, 14, 78, 
29, 20, 34, 
40, 26, 32, 
49, 59, 87, 
68, 50, 7, 
79, 53, 37, 
23, 78, 5, 
62, 42, 0, 
28, 8, 24, 
12, 59, 81, 
61, 15, 55, 
62, 86, 70, 
41, 85, 77, 
16, 87, 1, 
50, 89, 53, 
77, 94, 16, 
56, 63, 38, 
40, 95, 27, 
39, 50, 13, 
24, 97, 40, 
30, 90, 53, 
88, 65, 89, 
16, 82, 41, 
9, 36, 72, 
79, 10, 61, 
13, 91, 22, 
0, 44, 75, 
77, 23, 54, 
76, 60, 78, 
73, 54, 97, 
72, 98, 10, 
41, 65, 13, 
22, 35, 30, 
27, 29, 65, 
81, 93, 99, 
21, 19, 3, 
7, 30, 79, 
91, 16, 50, 
93, 36, 17, 
46, 27, 17, 
32, 16, 79, 
70, 36, 88, 
73, 17, 1, 
34, 26, 16, 
37, 30, 57, 
10, 49, 1, 
81, 51, 49, 
88, 99, 86, 
88, 75, 57, 
22, 5, 44, 
35, 98, 63, 
92, 1, 24, 
96, 16, 66, 
59, 47, 75, 
91, 5, 44, 
48, 15, 53, 
59, 43, 93, 
2, 49, 89, 
35, 19, 6, 
72, 14, 28, 
50, 55, 61, 
96, 62, 97, 
18, 45, 34, 
27, 11, 1, 
77, 41, 10, 
38, 20, 38, 
87, 53, 66, 
63, 69, 10, 
59, 36, 43, 
83, 20, 16, 
64, 86, 46, 
50, 10, 24, 
