100
13, 36, 21, 
11, 85, 22, 
26, 80, 28, 
16, 30, 31, 
85, 92, 97, 
23, 48, 88, 
77, 80, 33, 
33, 18, 73, 
2, 40, 30, 
73, 16, 64, 
23, 48, 40, 
94, 79, 60, 
38, 70, 36, 
26, 55, 75, 
72, 39, 28, 
43, 90, 15, 
25, 39, 21, 
25, 23, 53, 
49, 3, 0, 
4, 92, 14, 
8, 14, 11, 
57, 34, 95, 
72, 19, 27, 
5, 90, 3, 
54, 10, 55, 
19, 72, 9, 
50, 79, 2, 
80, 93, 87, 
93, 46, 36, 
71, 79, 5, 
75, 3, 75, 
74, 72, 94, 
51, 59, 41, 
66, 8, 52, 
17, 53, 91, 
26, 52, 43, 
58, 61, 52, 
16, 1, 33, 
93, 58, 55, 
58, 96, 94, 
16, 66, 96, 
7, 63, 59, 
53, 84, 82, 
74, 14, 44, 
53, 83, 84, 
66, 25, 66, 
95, 46, 75, 
90, 44, 68, 
48, 84, 44, 
59, 9, 58, 
17, 99, 89, 
16, 98, 59, 
2, 38, 40, 
26, 17, 95, 
74, 50, 86, 
26, 0, 73, 
16, 12, 35, 
56, 25, 77, 
83, 61, 29, 
94, 27, 73, 
31, 34, 26, 
22, 40, 87, 
14, 85, 38, 
67, 25, 32, 
12, 20, 33, 
50, 8, 97, 
48, 87, 56, 
42, 85, 97, 
98, 86, 33, 
31, 34, 58, 
82, 9, 17, 
25, 27, 84, 
43, 42, 68, 
7, 33, 54, 
9, 26, 17, 
75, 93, 67, 
73, 28, 49, 
62, 69, 45, 
80, 90, 60, 
1, 97, 20, 
13, 42, 35, 
37, 80, 61, 
98, 76, 40, 
91, 39, 41, 
61, 27, 0, 
45, 21, 97, 
7, 85, 14, 
6, 2, 0, 
12, 41, 81, 
77, 97, 61, 
20, 22, 56, 
12, 9, 59, 
42, 20, 20, 
38, 70, 68, 
0, 97, 84, 
65, 13, 0, 
40, 21, 94, 
21, 52, 72, 
44, 45, 7, 
22, 35, 5, 
