100
38, 14, 55, 
51, 10, 47, 
4, 60, 99, 
40, 32, 70, 
62, 26, 83, 
61, 30, 55, 
59, 39, 73, 
48, 70, 77, 
90, 96, 70, 
95, 7, 63, 
52, 24, 65, 
74, 72, 75, 
70, 57, 61, 
85, 50, 47, 
56, 0, 37, 
36, 73, 67, 
51, 57, 94, 
63, 10, 32, 
78, 93, 60, 
26, 13, 34, 
65, 37, 46, 
23, 51, 17, 
50, 49, 66, 
9, 15, 3, 
47, 54, 7, 
1, 15, 0, 
42, 37, 1, 
82, 41, 56, 
84, 7, 65, 
72, 98, 68, 
79, 67, 50, 
4, 69, 90, 
23, 29, 24, 
79, 28, 45, 
40, 47, 11, 
53, 69, 44, 
69, 61, 92, 
31, 60, 16, 
89, 45, 68, 
14, 78, 56, 
98, 35, 20, 
67, 30, 85, 
43, 41, 75, 
72, 36, 14, 
44, 65, 59, 
38, 5, 13, 
59, 7, 26, 
87, 37, 61, 
11, 29, 59, 
64, 94, 47, 
16, 42, 56, 
85, 15, 14, 
30, 99, 10, 
52, 83, 53, 
21, 1, 21, 
63, 80, 49, 
66, 81, 91, 
68, 75, 43, 
7, 94, 83, 
69, 79, 17, 
1, 93, 14, 
49, 89, 14, 
87, 34, 58, 
89, 82, 60, 
93, 79, 62, 
28, 29, 23, 
43, 73, 85, 
15, 44, 28, 
24, 49, 84, 
39, 58, 37, 
59, 49, 61, 
4, 75, 25, 
28, 32, 72, 
77, 34, 19, 
8, 26, 19, 
78, 51, 57, 
82, 92, 31, 
75, 26, 73, 
87, 16, 82, 
58, 33, 56, 
34, 45, 48, 
28, 13, 29, 
83, 71, 96, 
14, 55, 60, 
64, 54, 99, 
8, 7, 86, 
93, 87, 3, 
7, 80, 31, 
23, 15, 84, 
0, 2, 12, 
38, 81, 77, 
79, 21, 79, 
64, 28, 80, 
16, 28, 70, 
93, 35, 44, 
61, 4, 74, 
45, 35, 52, 
58, 62, 36, 
43, 11, 32, 
15, 97, 95, 
